CODE,CLAS,CNAME,SPEC,BARCODE,PRICE,CQTY
B308A,01,西班牙文聖經(SENTA BIBLIA),400,B308A,400,1
S047D,04-1,高級原木匾額(南洋木)2.0*1.2尺,2100,S047D,2100,0
12055,03-1,文化與信仰(教牧處),(50),4712120550506,50,0
9781932184037,07-1,絕版,290,9781932184037,290,0
9781932184020,07-1,絕版,220,9781932184020,220,0
CUNPCS077AZTI,01,大型金邊串珠姆指索引拉鍊聖經,1400,9789570472530,1400,1
C201,02-1,守義人的路(謝忠光 著),250,9789867893406,250,498
C200,02-1,行善人的道(謝忠光 著),250,9789867893390,250,111
C202,02-1,活讀以賽亞書 (林永基 著),800,9789867893383,800,-1
E013G,06-2,舊約台語讀經CD(2)(17片/盒),500(宣道處),4711013075003,500,0
S040C,09-1,週曆手冊(48開)-經典款,50,4711904030500,50,632
H008,05-1,469首簡譜精裝讚美詩(15*22CM),特價200,4710800802006,200,0
C205,02-1,靈糧分享-彼前後.約123(謝溪海),150,9789867893444,150,114
14028,03-2,信仰的探索-初信班造就教材,150(工本費),9786269977840,150,-16
0753,08-2,但以理的故事-靜電貼系列(中主),290,9789575503406,290,0
9789624572414,07-6,馬可福音析讀(基道),300,9789624572414,300,9
CU57AZ,01,輕便型拉鍊皮面聖經,850,9789570472134,850,6
C210,02-1,靈糧分享-教牧書信(謝溪海 著),250,9789867893512,250,59
CU67AZ,01,中型皮面拉鍊聖經,1100,9789570472073,1100,27
CU87AZTI,01,大字版皮面拉鏈索引聖經,1500,9789570472646,1500,17
C212,02-1,順道信箱釋疑(4)(順道文集8),250,9789867893529,250,356
CM12,02-3,一場婚禮譜出一趟英國行(林慧瑛),400,9789869683630,400,0
S046G,09-1,A5筆記本(腓利門),25,4711904670003,25,640
H034,05-1,韓文讚美詩,550(特),9788953725300,550,3
9781932184129,07-7,馬歇爾新約神學(麥種),1000,9781932184129,1000,1
12057,11,青教組輔助教材,,12057,10,0
C214,02-1,活讀提多書 (林永基 著),250,9789867893543,250,133
12059,03-1,台語翻譯事工研習手冊,30,4712120590304,30,-15
H007-1,05-1,469簡譜大字軟皮讚美詩(紀念版),特價400,4710800702016,400,414
C217,02-1,心起飛的時候 (蔡恆忠 著),250,9789867893574,250,36
B7,01,希伯來文新約聖經,500,9789654310024,500,1
S011-1,04-2,英年離世版勸慰詞(含信封)　　　,30,S011-1,30,135
S011-2,04-2,高齡離世版勸慰詞(含信封)　　　,30,S011-2,30,299
S011-3,04-2,教會負責人版勸慰詞(含信封)　　,30,S011-3,30,407
S011-4,04-2,聖職人員版勸慰詞(含信封)　　,30,S014,30,412
S011-5,04-2,聖職人員配偶/事工人員版勸慰詞,30,S015,30,350
S011-6,04-2,未信/慕道離世版勸慰詞,30,S016,30,196
CUNP63A,01,新標點中型聖經,450,9789867530042,450,2
CU63A,01,中型聖經,400(特300),9789570472059,300,249
CU53A,01,輕便型硬面聖經,340,9789570472103,340,26
CU83A,01,大字版漆布聖經,600,9789570472622,600,21
CBT7913,01,中英NKJV精裝黑色白邊(標準本),850,9789625139135,850,0
CBT7914,01,中英NKJV皮面黑色金邊(標準本),1000,9789625139142,1000,0
CBT7915,01,中英NKJV皮面紅色金邊(標準本),1000,9789625139159,1000,287
CBT7916,01,中英NKJV皮面藍色銀邊(標準本),1000,9789625139166,1000,34
CBT7917,01,中英NKJV皮面黑色金邊拉鍊,1900,9789625139173,1900,0
CBT7918,01,中英NKJV皮面紅色金邊拉鍊,1900,9789625139180,1900,0
CBT7919,01,中英NKJV皮面藍色金邊拉鍊,1900,9789625139197,1900,0
130017,03-3,Our Basic Beliefs,150,4711300172002,150,-5
E123-2,06-2,神劇以利亞DVD(箴言詩篇聖樂團),49,4711123027008,49,307
CU53ARN,01,中型和合紅字筆記聖經,600,9789867530455,600,4
C219,02-1,迦密甘霖1(順道文集11),180,9789867893604,180,7
9789861983196,07-6,目賭生命之道-解讀約翰福音(校園,400,9789861983196,400,0
D001,02-1,箴言釋義(邱義雄),350,4710040013507,350,6
E123-4,06-2,盼望的旅程CD(箴言詩篇聖樂團),49,4711123042506,49,49
E123-5,06-2,恩典頌歌CD(箴言詩篇聖樂團),49,4711123053007,49,495
12601,06-2,何烈山詩班CD,300(特價240),4711126012407,240,0
CCT11795,01,生命成長版和合聖經(漢語),900/停版,9789625137957,900,1
9789575870119,07-5,歷史的軌跡-二千年教會史(校園),500,9789575870119,500,0
130-1,07-4,白話字實用教科書(公報社),20,130-1,20,10
RB,09-4,布掛軸(細長型)(申嘉),420(九折),4713027378439,378,0
130018,03-3,說教精粹集(一)-日語,180,4711300181806,180,1
130019,03-3,說教精粹集(二)-日語,180,4711300191805,180,1
9789861982298,08-3,基督教歷史輕鬆讀(校園),600,9789861982298,600,1
CCT1827,01,靈修版桃紅皮面聖經(漢語),1500,9789625138275,1500,0
BS1069,08-5,兒童品格聖經(進階篇)(環球),980,9789888124817,980,1
CM16,02-3,撒母耳記講義(邱義雄著),350,9789869066808,350,-5
H016-1,05-1,469首四部簡譜大字版讚美詩,320/特價250,H016-1,250,0
C228,02-1,靈糧分享-小先知書2(謝溪海著),300,9789867893741,300,0
C229,02-1,究天人之際(榮光文集),250,9789867893727,250,303
C230,02-1,通古今之變(榮光文集),200,9789867893710,200,288
C231,02-1,5-2教會的先存與神安排的救贖,450,9789867893734,450,36
9789861984209,07-2,神啊!說好的那個人呢?(校園),320,9789861984568,320,1
C234,02-1,五經典考(陳勝全著),500,9789867893772,500,142
CCT12901,01,和合本.研讀本硬面聖經(漢語),1500,9789625139012,1500,2
C235,02-1,迦密甘霖3(順道文集13),180,9789867893789,180,503
H027A,05-1,阿美語469首五線譜讚美詩,50,4710802702007,50,3
CAT6844,01,新漢語註釋大字新約聖經(漢語),420,9789625138442,420,1
8033,08-2,聖經找找看-耶穌的故事(中主),380,9789624887198,380,3
8035,08-2,聖經找找看-舊約歷險記(中主),380,9789624887211,380,1
0712,08-2,親子聖經故事精選(絕版),360,9789575504359,360,0
C236,02-1,迦密甘霖4(順道文集14),180,9789867893796,180,458
C237,02-1,活讀提摩太前後書(林永基著),500,9789867893802,500,39
CM18,02-3,真理的聖靈(張福華著),250,9789869066839,250,35
130021,03-3,聖靈論日文版(謝順道 著),特250,130021,250,15
9789623992312,08-3,聖經人物事件簿(海天)(校園),450,9789623992312,450,1
0862,07-2,養育的藝術(中主),300,9789575504731,300,1
130022,03-3,The Gospel of John(約翰),250,9781930264151,250,0
130023,03-3,民數記中的基督(英文版),100,4711300231006,100,1
130024,03-3,洗禮論(英文版),100,4711300241005,100,0
C241,02-1,主耶穌的比喻(謝溪海著),300,9789867893840,300,698
CHT0423,08-1,聖經小偵探-尋找上帝的子民|漢語,150,9789888286423,150,2
CHT0430,08-1,聖經小偵探-尋找應許之地|漢語,150,9789888286430,150,0
CHT0447,08-1,聖經小偵探-尋找耶穌(停版),150,9789888286447,150,0
CHT0454,08-1,聖經小偵探-尋找基督徒(漢語),150,9789888286454,150,1
9789861984674,07-1,同行-最美的陪伴(校園)#,150,9789861984674,150,9
9789576938153,07-1,哀傷中有盼望(張老師文化),150,9789576938153,150,3
9789865896430,07-4,獄卒不畫會死(綠竹林),300,9789865896430,300,0
817,07-1,社群癮(道聲),320,9789864001224,320,3
130026,03-3,聖靈論韓文版(謝順道 著),特250,9788996091387,250,5
D007,09-1,硬筆書法字帖(聖經經卷篇),150(八折),9789869319010,150,0
422529,08-3,少年聖經(海天)(校園),690,9789623991841,690,1
CKT0072,07-4,默想舊約希伯來文(漢語),450,9789888286072,450,1
CKT0737,07-4,默想新約希臘文(漢語),450,9789888286737,450,1
36009,07-4,女性主義與基督教(華宣),320,9789865801182,320,3
18001,04-1,事工人員聘書,5元/張,18001,5,3341
D008,02-1,恩典照相機/蘇真弘,99,4710400802505,99,0
C243,02-1,小不點的禱告-繪本,300,9789867893888,300,125
B320-1,01,CUNPPS63ABU注音聖經(藍),900,9789579977173,900,18
9789866205026,08-4,多少地才夠(道聲繪本),240,9789866205026,240,1
553,08-4,最重要的事(道聲繪本),240,9789867460486,240,2
9789864000463,08-4,家(道聲繪本),320,9789864000463,320,2
9789866205972,08-4,小象能做的事(道聲繪本),240,9789866205972,240,2
9789866205286,08-4,莉朵老師的禮物(道聲繪本),240,9789866205286,240,2
9789866205439,08-4,玫瑰奶奶(道聲繪本),260,9789866205439,260,1
CUNPCS072ABR,01,新標點橫排串珠大型聖經(膠皮褐),600,9789866674631,600,0
E123-7,06-2,神劇-保羅DVD(箴言詩篇聖樂團),49,4711123123779,49,437
A625,07-6,聖經信息系列-雅歌(校園),380,9789861982212,380,1
CUNPCS072ABU,01,新標點橫排串珠大型聖經(膠皮藍),600,9789570472509,600,5
CU62ABU,01,中型膠皮聖經(藍),390,9789570472042,390,43
C245,02-1,帖撒羅尼迦前後書釋義(田輝煌著),200,9789867893925,200,366
9781939251374,07-1,壓傷的蘆葦(麥種),280,9781939251374,280,1
9781939251268,07-6,腓立比書註釋(麥種),650,9781939251268,650,1
303,09-4,基督是我家之主(銅框)(信望愛),690,4713027030337,690,0
C248,02-1,信仰的根-五大教義研究(黃基甸),200,9789867893932,200,211
CHT0911,08-1,聖經大搜尋(漢語),650,9789888286911,650,0
POS-2,12,信用卡,,POS-2,0,0
POS-3,12,訂金金額,,POS-3,0,0
POS-4,12,不分類商品,,POS-4,0,0
POS-5,12,紅利金額,,POS-5,0,0
POS-6,12,其它加減項,,POS-6,0,0
CBT5681,01,中西對照精裝和合本聖經(漢語),850/八折,9789625136813,850,0
C249,02-1,杏樹枝7 (箴.傳.歌.賽),300,9789867893956,300,273
C250,02-1,靈糧分享-以西結書(謝溪海著),250,9789867893949,250,125
9789624573138,07-5,奠基立柱-初期教會(基道),590,9789624573138,590,1
9789624574234,07-5,築樓蓋頂-中世紀教會(基道),640,9789624574234,640,1
H1,05-1,樂譜/喜訊-長笛版,20,h1,20,1536
CHT0055,08-1,迷你彈跳書-智者的故事(漢語),350,9789888469055,350,0
CHT0154,08-1,我的金句聖經(漢語),350,9789888469154,350,1
CHT0147,08-1,時光之旅-耶穌聖地遊蹤(漢語),650,9789888469147,650,0
CM26,02-3,活讀啟示錄(林永基著)(迦密),280,9789869066884,280,11
9789577275196,08-5,飛上天空的北極熊(宇宙光),280,9789577275196,280,2
9789865809492,08-4,太陽弟兄、月亮姐妹(道聲繪本),280,9789865809492,280,1
9789865809348,08-4,如果你想看鯨魚(道聲繪本),260,9789865809348,260,2
9789865809324,08-4,摩爾小姐(道聲繪本),250,9789865809324,250,2
9789865809294,08-4,11隻貓和阿呆鳥(道聲繪本),280,9789865809294,280,2
9789865809256,08-4,你想聽故事嗎？(道聲繪本),260,9789865809256,260,2
S006D5,04-1,聖餐注汁器（320cc）,1000,S006D5,1000,5
H2,05-1,樂譜/殷勤做工,10,H2,10,1575
H3,05-1,樂譜/所羅門王求智慧,10,H3,10,1590
H4,05-1,樂譜/你是我的力量保障,10,H4,10,1583
H5,05-1,樂譜/寶貴耶穌,10,H5,10,1577
H6,05-1,樂譜/光明的大道,10,H6,10,1591
H7,05-1,樂譜/迎主進來,10,H7,10,1578
H8,05-1,樂譜/跟主走,10,H8,10,1573
H9,05-1,樂譜/保守你心,10,H9,10,1576
H10,05-1,樂譜/耶和華是我牧者,10,H10,10,1580
H11,05-1,樂譜/感念主恩,10,H11,10,1576
H12,05-1,樂譜/求主垂聽/黃恩霖,10,H12,10,1569
H13,05-1,樂譜/跟主的腳步,10,H13,10,1587
H14,05-1,樂譜/我要親近你,10,H14,10,1588
H15,05-1,樂譜/羨慕天城,10,h15,10,1587
H16,05-1,樂譜/讚美主神,10,H16,10,1577
H17,05-1,樂譜/送別祝福,10,H17,10,1588
H18,05-1,樂譜/主是避難所,10,H18,10,1586
H19,05-1,樂譜／頌讚神之大能,10,H19,10,1582
H20,05-1,樂譜/主的恩,10,H20,10,1553
H21,05-1,樂譜/人生,10,H21,10,1574
H22,05-1,樂譜/快樂在我心,10,H22,10,1569
H23,05-1,樂譜/祈求,10,H23,10,1512
H24,05-1,樂譜/感恩的祈禱,10,H24,10,1416
CUNPSB570A24A,07-6,馬太福音研讀本(聖經公會),220,9789866674983,220,2
CUNPSB570A39,07-6,雅各書研讀本(聖經公會),200,9789866674990,200,2
H25,05-1,樂譜/十誡,10,H25,10,1570
H26,05-1,樂譜/主是力量保障,10,H26,10,1587
H27,05-1,樂譜/向前奔跑,10,H27,10,1577
H28,05-1,樂譜/老歲仔的歌(台語),10,H28,10,1578
H29,05-1,樂譜/求主憐憫/黽立,10,H29,10,1564
H30,05-1,樂譜/長青樹,10,H30,10,1585
H31,05-1,樂譜/長青樹(台語),10,H31,10,1588
H32,05-1,樂譜/耶穌是我磐石,10,H32,10,1587
H33,05-1,樂譜/耶穌恩友,10,H33,10,1497
H34,05-1,樂譜/頌主救恩,10,H34,10,1589
H35,05-1,樂譜/頌讚耶和華(一),10,H35,10,1587
H36,05-1,樂譜/頌讚耶和華(二),10,H36,10,1589
H37,05-1,樂譜/頌讚耶和華(三),10,H37,10,1591
H38,05-1,樂譜/頌讚耶和華(四),10,H38,10,1591
H39,05-1,樂譜/頌讚耶和華(五),10,H39,10,1591
H40,05-1,樂譜/頌讚耶和華(六),10,H40,10,1589
H41,05-1,樂譜/箴言要訓(台語),10,H41,10,1551
H42,05-1,樂譜/誰家的孩子最乖,10,H42,10,1588
H43,05-1,樂譜/在主蔭下,10,H43,10,1558
H44,05-1,樂譜/耶穌大愛,10,H44,10,1565
H45,05-1,樂譜/因為有你,10,H45,10,1543
H46,05-1,樂譜/我的神,10,H46,10,1581
H47,05-1,樂譜/福音的曙光,10,H47,10,1571
H48,05-1,樂譜/萬有當讚美耶和華,10,H48,10,1584
H49,05-1,樂譜/百合花/蕭榮燦,10,H49,10,1574
H50,05-1,樂譜/若不是,20,H50,20,1524
H51,05-1,樂譜/我不孤單,20,H51,20,1043
H52,05-1,樂譜/The Lords Prayer,10,H52,10,1396
H53,05-1,樂譜/Benediction願坦途鋪於你前,20,H53,20,1574
C252,02-1,傳道書釋義(田輝煌著),250,9789867893994,250,424
C251,02-1,杏樹枝8 (耶.哀.結),300,9789867893987,300,461
9789861985916,07-1,當先知以賽亞遇見火焰飛龍(校園),250,9789861985916,250,2
C254,02-1,杏樹枝9 (但以理書.小先知書),300,9789869655729,300,339
C253,02-1,王子與十大惡人-繪本,350,9789869655705,350,183
C255,02-1,列王紀與歷代志綜覽(林賢明著),250,9789869655712,250,381
TEV/TCV52DIBU,01,現代中文/英文對照膠皮聖經,700,9789866674686,700,0
M01,03-2,福音記憶卡/黃柏鈞的生命見證,3,M01,3,-89
M02,03-2,福音記憶卡/陳瑞男的生命見證,3,M02,3,-30
M03,03-2,福音記憶卡/余聖光的生命見證,3,M03,3,-28
M04,03-2,福音記憶卡/陳美玉的生命見證,3,M04,3,-79
IA001,09-3,方舟撲克牌(華宣),特價99,4713008135013,99,0
CFT0250,07-7,基督教聖經與神學辭典(漢語),1200,9789625132501,1200,1
CH0004,07-5,教會歷史背景與年代圖表(華神),280,9789570471090,280,0
LLP669,07-1,你已將哀哭變為跳舞(基道),380,9789624575750,380,1
DT001,07-2,擇偶與婚姻的十個要訣(宇宙光),350,9789574358168,350,1
CU57AZTIRD,01,輕便型拉鍊索引皮面聖經(紅),1000,9789866674952,1000,5
C256,02-1,更美的救贖-希伯來書釋義(陳忠揚,300,9789869655743,300,202
S031D,12,郵資(黑貓貨到付款),100,S031D,100,229
RC,09-4,布掛軸(長型72*26CM)(申嘉),280(特250),4713027025081,250,3
C259,02-1,杏樹枝10(四福音書),300,9789869655781,300,458
S047E,04-1,高級原木匾額(南洋木)1.5*1尺,2000,S047E,2000,1
14033,03-2,麥餅零碎2-福音傳單集錦,200,4714140331004,200,3
14034,03-2,雲彩飛揚2-見證傳單集錦,150,4714140341003,150,3
C025,02-1,福音小書/耶穌是誰?,150,9789869770040,150,403
CHT0614,08-1,給勇敢女孩的聖經故事(漢語),680,9789888286614,650,1
S006B,04-1,不鏽鋼聖餐杯,特價30,705-1,30,894
1023202,07-1,基礎讀經舊約手冊(教師本)(華宣),300,1023202,300,0
1023201,07-1,基礎讀經舊約手冊(學生本)(華宣),150,1023201,150,0
1023204,07-1,基礎讀經新約手冊(教師本)(華宣),200,1023204,200,0
1023203,07-1,基礎讀經新約手冊(學生本)(華宣),100,1023203,100,0
567-2,08-4,愛彈琴的安娜(道聲繪本),280,4711158862759,280,1
639,08-4,我長大了(道聲繪本),240,9789866735660,240,3
CHT0621,08-1,給勇敢男孩的聖經故事(絕版),680,CHT0621,680,0
CHT0550,08-1,他們是誰？寶寶不離手(漢語),380,9789888469550,380,0
GMK015,05-2,蘊含古典風格的聖詩曲詞(匯恩),250,GMK015,250,3
GMK009,05-2,晚禱頌歌(匯恩),350,GMK009,350,0
GMK006,05-2,珍愛聖詩古典鋼琴曲集(匯恩),250,GMK006,250,1
GME006,05-2,沙灘上的腳印(匯恩),200,GME006,200,1
CUNPSB570A33,07-6,以弗所書研讀本(聖經公會),240,9789866674822,240,1
S048A,04-1,禱告木匾/6尺×2尺,8200,S048A,8200,1
S048B,04-1,禱告木匾/5尺×1.8尺,7200,S048B,7200,0
S048C,04-1,禱告木匾/4尺×1.6尺,6200,S048C,6200,0
9789866672811,07-4,家庭社會工作理論與實務(雙葉),550,9789866672811,550,1
LP248,07-7,基督、聖靈與救贖(基道),640,9789624574005,640,2
9789624572353,07-6,加拉太、帖前後析讀(基道),300,9789624572353,300,1
LP143-2A,07-6,使徒行傳析讀(基道),300,9789624572223,300,1
A630,07-6,聖經信息系列-阿摩司書(校園),380,9789861983905,380,1
0009,07-6,聖經中所有的彌賽亞預言(中主),1000,9789575053512,1000,1
0504,07-6,聖經中所有的婦女(中主),800,9789575503574,800,-1
A713,07-6,聖經信息系列-彼後.猶(校園),400,9789575877316,400,2
A719,07-6,聖經信息系列-希伯來書(校園),400,9789575879976,400,1
8271,08-2,21世紀少年聖經(宗教教育中心),850,9789624882216,850,1
716,12,設計費,,,0,0
C261,02-1,杏樹枝12(西-啟),300,9789869885010,300,559
H126,05-1,樂譜/真耶穌教會英文版,20,H126,20,1716
9789861372914,07-6,聖經視覺解析百科(究竟),420,9789861372914,420,1
H006B,05-1,469首棕色琴譜讚美詩(19X26CM),400,4710008006022,400,0
H006W,05-1,469首白色琴譜讚美詩(19X26CM),400,4710008006244,400,213
12003,03-1,青教組婚姻專題補充教材,50,4712120030503,50,-6
8137,08-2,小孩的晚安禱告(中主),295,9789624888737,295,1
8044,08-2,童唸金句-幼兒聖經故事卡(中主),295,9789624888768,295,0
FD004,07-4,從天堂到人間(宇宙光),590,9789577275776,590,1
VA008,07-1,失去，如何療癒(宇宙光),320,9789577274861,320,2
HA004,07-2,美好婚姻的14個祝福(宇宙光),280,9789577275233,280,1
9789861987194,07-1,笑笑讀聖經(校園)#,200,9789861987194,200,8
CBT1505,01,中英硬面NIV索引聖經(漢語),1100,9789625135052,1100,1
C263,02-1,小不點去聚會-繪本,300,9789869885027,300,101
FUN,POS,文化幣,1,fun,1,497824
H122,05-1,樂譜／因你，有盼望／雙提琴版,20,h122,20,1969
H123,05-1,樂譜/永存的冠冕,20,H123,20,1945
14009,03-2,聖經函授初階(信仰的探索1-6),60(工本費),14009,120,0
06006,07-5,簡明基督教史(華宣),950,9789575565787,950,0
S031E,12,郵資(陸空),,,0,16
SED/CUV(2010)63,01,賽德克族語對照聖經(聖經公會),1000,9789869877015,1000,1
VA003-1,07-2,神啊，誰是我的理想伴侶(宇宙光),280,9789577275165,280,1
C265,02-1,刀出鞘(郭祝壽著),350,9789869885065,350,342
C266,02-1,婚姻，相疼正好-增訂版(游以寧),300,9786269905331,300,657
S031F,12,郵資(E小包),,,0,-164
CFT0758,07-6,神的時間表(漢語),830,9789888469758,830,0
CM27,02-3,古代以色列智慧書(迦密),320,9789869683647,320,44
908,08-4,爸爸限定(道聲繪本),300,9789864003075,300,2
909,08-4,氣飽飽(道聲繪本),300,9789864003082,300,1
915,08-4,小烏龜楚門(道聲繪本),300,9789864003204,300,1
S031G,12,郵資(報關),,,0,19
CM28,07-5,猶太古史記(迦密代理),1200,9789868978904,1200,1
BA004,07-2,管教，原來可以很幸福(格子外面),280,9789869211611,280,2
H121,05-1,樂譜/十字架,20,h121,20,899
9789861987835,07-6,聖經經典五百問(校園),1550,9789861987835,1550,1
9789861987828,07-6,新舊約聖經故事導覽(校園),750,9789861987828,750,0
H007P,05-1,469首注音簡譜讚美詩．冬鵝．紫,250,4718007302503,250,0
H007B,05-1,469首注音簡譜讚美詩．夏鷗．藍,250,4718007202506,250,14
9789865557041,07-5,死海古卷(一中心/綠竹林),1090,9789865557041,1090,0
GMK014,05-2,馬可海斯鋼琴小品集1(匯恩),350,GMK014,350,0
TCV063P,01,現代中文譯本中型硬面聖經,450,9789570472813,450,0
N030,09-5,五十二日-桌遊(道聲),1080,4711198000029,1080,1
1010459,01,中文拼音簡體索引聖經(信望愛),1200,9788990233370,1200,2
H-ALL,05-1,全套創作樂譜,3785,H-ALL,3785,917
C271,02-1,羅馬書講解(謝順道著)　,300,9789860664423,300,713
TTHV67DI,01,現代台灣客語漢羅皮面聖經,1250,9789866674358,1250,0
H94-1,05-1,樂譜／神開路God Paves The Way,20,h94-1,20,990
H153,05-1,樂譜/古舊十架-何等的愛,20,h153,20,928
H154,05-1,樂譜/大哉！榮耀的神,20,h154,20,969
H155,05-1,樂譜/詩篇十六篇,10,h155,10,793
CHT0208,08-1,我願意跟隨耶穌/中英(漢語),870,9789888469208,870,0
C272,02-1,保羅監獄書信釋義(蔡梅曦),250,9789860664430,250,621
A1741,07-6,給所有人的摩西五經導論(校園),580,9789861988849,580,1
12056,11,高級班教材,50,,50,0
0905,08-2,別懷疑，我真的真的很愛你(中主),300,9789575508425,300,3
A1743,07-2,為婚姻立界線(校園),400,9789861989068,400,1
A1744,07-1,成長需要界線(校園),270,9789861989013,270,2
FQ5001,09-2,可替換,50/45,4713027377289,45,0
D014,02-1,刻在心版上的詩(蘇真弘),99,9789574397075,99,8
VA006-1,07-2,孩子的情緒導師(宇宙光),280,9789577275738,280,4
BL,09-5,真艾飾品坊-手環,590-1300,bl,1,12
CM29,02-3,釋經？還是私意解經(杏仁子著),400,9789869683654,400,-3
BI005,07-7,愛的決定學(格子外面),350,9789869885171,350,2
EAR,09-5,真艾飾品坊-耳環,,ear,1,11
C273,02-1,懇切教導的信-林前(陳殿晃著),300,9789860664461,300,491
C280,02-1,155個遇見神的美好時刻,300,9786269593644,300,152
S43TS98P,01,環球聖經譯本-舊約(卷一),850,9789575564520,850,0
S45TS98P,01,環球聖經譯本-舊約(卷二),850,9789888279876,850,0
S46TS98P,01,環球聖經譯本-舊約(卷三),850,9789888279944,850,0
H161,05-1,樂譜/不放手,10,h161,10,910
H162,05-1,樂譜／美好地方,20,h162,20,829
H163,05-1,樂譜／凡事都有主旨意,10,h163,10,968
H164,05-1,樂譜/谷中百合,10,h164,10,982
H165,05-1,樂譜/祂顧念的角落,20,h165,20,819
H166,05-1,樂譜/默然愛你,10,h166,10,463
H167,05-1,樂譜/主必預備,20,h167,20,962
H168,05-1,樂譜/主，我將自己獻上-G大調,20,h168,20,949
H169,05-1,樂譜／讓恩友進入你心,20,h169,20,897
H169-1,05-1,樂譜／讓恩友進入你心-F大調,20,h169-1,20,809
H168-1,05-1,樂譜/主，我將自己獻上-F大調,20,h168-1,20,945
9789861989471,07-3,21世紀使命門徒(校園),360,9789861989471,360,1
9789861986869,07-1,喵喵讀聖經(校園)#,200,9789861986869,200,6
PH04,05-1,呼求者的讚美-創作詩歌本1,300,9786269593651,300,339
944,08-4,好想變成你(道聲繪本),300,9789864004188,300,1
940,07-2,心引力(道聲),300,9789864004096,300,1
514-3,08-4,綠尾巴的老鼠(道聲繪本),270,4711158862742,270,1
735,07-1,給事奉充充電(道聲),250,9789865809232,250,2
815,08-4,黃與粉紅(道聲繪本),240,9789864001477,240,1
GMK019,05-2,特別主日鋼琴精選輯1(匯恩),350,gmk019,350,3
GMK020,05-2,特別主日鋼琴精選輯2(匯恩),350,gmk020,350,3
A1756,07-1,為衝突立界線(校園),400,9789861989396,400,2
A1754,07-3,基督教倫理學(校園),780,9789861989532,780,1
717,12,印刷費,,717,0,484
9786263293786,07-6,舊約聖經人物圖鑑(東販出版),380,9786263293786,380,5
H158-1,05-1,樂譜／伴我飛翔 (Bb調),20,h158-1,20,863
PG03-2,09-1,鴿子雷雕領帶夾-JOY,200,4711607020808,200,0
PG03-3,09-1,鴿子雷雕領帶夾-PEACE,200,4710210031201,200,0
H170,05-1,樂譜／無非是人所能受,20,H170,20,908
H171,05-1,樂譜／主引領眷顧,20,h171,20,711
H172,05-1,樂譜／領我走永生的道路,20,h172,20,923
H173,05-1,樂譜／每一天得力量,20,h173,20,813
H174,05-1,樂譜／恩典印記,20,h174,20,856
H174-1,05-1,樂譜／恩典印記-小提琴伴奏,20,h174-1,20,970
H175-1,05-1,樂譜／不怕黑夜行的瘟疫(中)四部,20,h175-1,20,871
H175-2,05-1,樂譜／不怕黑夜行的瘟疫(英)四部,20,h175-2,20,983
H175-3,05-1,樂譜／不怕黑夜(中)-A cappella,10,h175-3,10,972
H175-4,05-1,樂譜／不怕黑夜(英)-A cappella,10,h175-4,10,984
A1761,07-4,美麗的神-教會美學八堂課(校園),360,9789861989709,360,1
A1764,07-1,啟程-帶著被愛的記號(校園)#,160,9789861989754,160,10
D016,09-5,迦美建堂奉獻平裝筆記本,250,4713008137574,250,0
D017,09-5,迦美建堂奉獻無限期桌曆,200,4713008137581,200,0
BK014,07-1,從自己人開始(格子外面),360,9786269540884,360,1
DB001,07-1,那些想不通的事(格子外面),300,9786269660506,300,1
VA013,07-5,傷痛，如何治癒(宇宙光),360,9789577276117,360,2
A1766,07-7,幸福的關鍵思維(校園),280,9789861989860,280,1
H81-1,05-1,樂譜/親愛的寶貝(二聲部),20,h81-1,20,936
CM06,02-3,詩寫聖經人物(翁溯利),450,9789869683661,450,27
949,08-4,穿越文字森林(道聲繪本),300,9789864004386,300,1
559,08-4,彩色豆(道聲繪本),240,9789867460530,240,1
618,08-4,奶奶來了(道聲繪本),240,9789866735141,240,1
649,08-4,檸檬的滋味(道聲繪本),260,9789866735806,260,1
698,08-4,小傢伙(道聲繪本),240,9789866205590,240,1
9789866205897,08-4,丹福先生(道聲繪本),240,9789866205262,240,2
900,08-4,說話(寶貝心/道聲),150,9789864003631,150,3
9789865503079,08-5,聖經的故事(小熊出版),650,9789865503079,650,3
H011W,05-1,469首白色袖珍簡譜軟皮讚美詩,180(特價140),4710801101405,140,0
H011B,05-1,469首黑色袖珍簡譜軟皮讚美詩,180(特價140),4710801121403,140,0
CM020,09-5,你不孤單，祂都在(格子外面),360,9786269672455,360,2
CM157,09-5,五餅二魚真絲領帶(黑)(宇宙光),720/648,4710716971827,720,3
CM158,09-5,五餅二魚真絲領帶(咖啡)(宇宙光),720/648,4710716971834,720,3
VB012,07-1,人生最需要的20件禮物(宇宙光),280,9789577274601,280,2
E013B,06-2,新約華語讀經CD(18片/盒),500(宣道處),,500,0
FQ6001,09-2,經文盒卡(四季),60,4713027600011,50,86
CU67AZTIBU,01,中型索引拉鍊聖經(藍),1250,9789866674808,1250,0
SL002,07-1,錢的決定學(格子外面),420,9786269672462,420,3
9789861985008,07-1,突破服事倦怠(校園),280,9789861985008,240,1
BK015,07-1,突破重圍(格子外面),360,9786269672424,360,1
PH05,05-1,不怕黑夜行的瘟疫-李佳恩作品集3,350,9786269698622,350,498
C010,02-1,所羅門與南北朝諸王(黃誌新),350,9786269698639,350,710
BA007,07-2,孩子盧，你要比他更盧(格子外面),380,9786269672493,380,1
